index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,anomaly
8706,2012-01-03,spring,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,73,-1
8707,2012-01-03,spring,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,79,-1
8709,2012-01-03,spring,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,136,-1
8710,2012-01-03,spring,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,245,-1
8711,2012-01-03,spring,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,224,-1
8712,2012-01-03,spring,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,156,-1
8719,2012-01-04,spring,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,1,-1
8720,2012-01-04,spring,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,1,-1
8727,2012-01-04,spring,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,64,-1
8749,2012-01-05,spring,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,388,-1
8868,2012-01-10,spring,1,1,8,0,2,1,2,0.18,0.197,0.93,0.1642,471,-1
8892,2012-01-11,spring,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,499,-1
8937,2012-01-13,spring,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,21,-1
8943,2012-01-13,spring,1,1,11,0,5,1,1,0.24,0.1818,0.38,0.6119,114,-1
8946,2012-01-13,spring,1,1,14,0,5,1,1,0.26,0.2121,0.33,0.5522,129,-1
8947,2012-01-13,spring,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,138,-1
9043,2012-01-17,spring,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,219,-1
9055,2012-01-18,spring,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,1,-1
9067,2012-01-18,spring,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,176,-1
9181,2012-01-23,spring,1,1,10,0,1,1,2,0.2,0.2576,0.93,0.0,149,-1
9192,2012-01-23,spring,1,1,21,0,1,1,2,0.26,0.2424,1.0,0.2836,120,-1
9193,2012-01-23,spring,1,1,22,0,1,1,2,0.26,0.2424,1.0,0.2836,68,-1
9251,2012-01-26,spring,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,530,-1
9284,2012-01-27,spring,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,422,-1
9310,2012-01-28,spring,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,206,-1
9319,2012-01-29,spring,1,1,4,0,0,0,1,0.24,0.2576,0.3,0.0,5,-1
9331,2012-01-29,spring,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,322,-1
9380,2012-01-31,spring,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,559,-1
9419,2012-02-02,spring,1,2,8,0,4,1,3,0.4,0.4091,0.87,0.0,445,-1
9514,2012-02-06,spring,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,444,-1
9538,2012-02-07,spring,1,2,8,0,2,1,1,0.3,0.3182,0.49,0.0,529,-1
9644,2012-02-11,spring,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567,108,-1
9645,2012-02-11,spring,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,87,-1
9646,2012-02-11,spring,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522,63,-1
9647,2012-02-11,spring,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418,48,-1
9649,2012-02-11,spring,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,20,-1
9651,2012-02-12,spring,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,24,-1
9652,2012-02-12,spring,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821,27,-1
9653,2012-02-12,spring,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866,14,-1
9654,2012-02-12,spring,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164,1,-1
9662,2012-02-12,spring,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418,140,-1
9664,2012-02-12,spring,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224,111,-1
9665,2012-02-12,spring,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522,155,-1
9706,2012-02-14,spring,1,2,8,0,2,1,2,0.24,0.2879,0.7,0.0,513,-1
9778,2012-02-17,spring,1,2,8,0,5,1,2,0.26,0.303,1.0,0.0,520,-1
9779,2012-02-17,spring,1,2,9,0,5,1,2,0.26,0.303,1.0,0.0,283,-1
9896,2012-02-22,spring,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,576,-1
9957,2012-02-24,spring,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,152,-1
9958,2012-02-24,spring,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,106,-1
9959,2012-02-24,spring,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,86,-1
9971,2012-02-25,spring,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,210,-1
9972,2012-02-25,spring,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,258,-1
9974,2012-02-25,spring,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,216,-1
9976,2012-02-25,spring,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,195,-1
9978,2012-02-25,spring,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,133,-1
9980,2012-02-25,spring,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,105,-1
9999,2012-02-26,spring,1,2,15,0,0,0,1,0.36,0.3485,0.29,0.0,353,-1
10016,2012-02-27,spring,1,2,8,0,1,1,1,0.24,0.2424,0.6,0.0,528,-1
10025,2012-02-27,spring,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,529,-1
10026,2012-02-27,spring,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,527,-1
10111,2012-03-02,spring,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,549,-1
10166,2012-03-04,spring,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334,-1
10168,2012-03-04,spring,1,3,17,0,0,0,1,0.34,0.2879,0.31,0.5522,263,-1
10169,2012-03-04,spring,1,3,18,0,0,0,1,0.32,0.2727,0.33,0.6119,184,-1
10193,2012-03-05,spring,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,375,-1
10198,2012-03-05,spring,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,31,-1
10240,2012-03-07,spring,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,612,-1
10241,2012-03-07,spring,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,544,-1
10255,2012-03-08,spring,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,585,-1
10260,2012-03-08,spring,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,233,-1
10261,2012-03-08,spring,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,203,-1
10262,2012-03-08,spring,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,185,-1
10263,2012-03-08,spring,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,342,-1
10264,2012-03-08,spring,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,597,-1
10265,2012-03-08,spring,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,590,-1
10274,2012-03-09,spring,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,7,-1
10279,2012-03-09,spring,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,501,-1
10287,2012-03-09,spring,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,343,-1
10288,2012-03-09,spring,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,566,-1
10289,2012-03-09,spring,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,470,-1
10290,2012-03-09,spring,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,244,-1
10310,2012-03-10,spring,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,406,-1
10311,2012-03-10,spring,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,390,-1
10312,2012-03-10,spring,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,354,-1
10359,2012-03-12,spring,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,644,-1
10384,2012-03-13,spring,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,734,-1
10398,2012-03-14,spring,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,662,-1
10407,2012-03-14,spring,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,782,-1
10408,2012-03-14,spring,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,749,-1
10478,2012-03-17,spring,1,3,16,0,6,0,1,0.64,0.6212,0.5,0.0,685,-1
10552,2012-03-20,spring,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,801,-1
10575,2012-03-21,summer,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,729,-1
10576,2012-03-21,summer,1,3,18,0,3,1,1,0.6,0.5909,0.69,0.0,779,-1
10577,2012-03-21,summer,1,3,19,0,3,1,1,0.6,0.6061,0.64,0.0,582,-1
10590,2012-03-22,summer,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,649,-1
10601,2012-03-22,summer,1,3,19,0,4,1,1,0.66,0.6212,0.61,0.0,586,-1
10614,2012-03-23,summer,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,662,-1
10623,2012-03-23,summer,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,957,-1
10624,2012-03-23,summer,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,830,-1
10645,2012-03-24,summer,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,290,-1
10688,2012-03-26,summer,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,153,-1
10689,2012-03-26,summer,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,178,-1
10691,2012-03-26,summer,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,301,-1
10693,2012-03-26,summer,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,223,-1
10694,2012-03-26,summer,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,305,-1
10695,2012-03-26,summer,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,664,-1
10696,2012-03-26,summer,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,684,-1
10698,2012-03-26,summer,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,221,-1
10701,2012-03-26,summer,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,48,-1
10702,2012-03-27,summer,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,10,-1
10703,2012-03-27,summer,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,5,-1
10718,2012-03-27,summer,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,305,-1
10719,2012-03-27,summer,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,614,-1
10720,2012-03-27,summer,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,644,-1
10721,2012-03-27,summer,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,417,-1
10758,2012-03-29,summer,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,654,-1
10767,2012-03-29,summer,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,703,-1
10810,2012-03-31,summer,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,621,-1
10815,2012-03-31,summer,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,543,-1
10862,2012-04-02,summer,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,729,-1
10877,2012-04-03,summer,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,604,-1
10881,2012-04-03,summer,1,4,12,0,2,1,1,0.52,0.5,0.25,0.0,331,-1
10886,2012-04-03,summer,1,4,17,0,2,1,1,0.62,0.6061,0.17,0.194,757,-1
10887,2012-04-03,summer,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,800,-1
10934,2012-04-05,summer,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,822,-1
10935,2012-04-05,summer,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,698,-1
10957,2012-04-06,summer,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,536,-1
10958,2012-04-06,summer,1,4,17,0,5,1,1,0.52,0.5,0.23,0.4179,655,-1
10959,2012-04-06,summer,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,484,-1
10977,2012-04-07,summer,1,4,12,0,6,0,1,0.46,0.4545,0.23,0.3881,590,-1
10978,2012-04-07,summer,1,4,13,0,6,0,1,0.5,0.4848,0.22,0.194,643,-1
10980,2012-04-07,summer,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,626,-1
10981,2012-04-07,summer,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,615,-1
10982,2012-04-07,summer,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,567,-1
11003,2012-04-08,summer,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,503,-1
11004,2012-04-08,summer,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,486,-1
11025,2012-04-09,summer,1,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,280,-1
11026,2012-04-09,summer,1,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821,281,-1
11027,2012-04-09,summer,1,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522,218,-1
11028,2012-04-09,summer,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,255,-1
11030,2012-04-09,summer,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,632,-1
11054,2012-04-10,summer,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,744,-1
11055,2012-04-10,summer,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,704,-1
11056,2012-04-10,summer,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,479,-1
11078,2012-04-11,summer,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,585,-1
11101,2012-04-12,summer,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,656,-1
11102,2012-04-12,summer,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,610,-1
11125,2012-04-13,summer,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,738,-1
11146,2012-04-14,summer,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,660,-1
11147,2012-04-14,summer,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,658,-1
11196,2012-04-16,summer,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,358,-1
11197,2012-04-16,summer,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,712,-1
11198,2012-04-16,summer,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,676,-1
11221,2012-04-17,summer,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,781,-1
11222,2012-04-17,summer,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,775,-1
11260,2012-04-19,summer,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,677,-1
11269,2012-04-19,summer,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,748,-1
11270,2012-04-19,summer,1,4,18,0,4,1,1,0.6,0.6212,0.43,0.0896,776,-1
11284,2012-04-20,summer,1,4,8,0,5,1,1,0.44,0.4394,0.94,0.0,700,-1
11293,2012-04-20,summer,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,819,-1
11317,2012-04-21,summer,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,568,-1
11343,2012-04-22,summer,1,4,19,0,0,0,3,0.36,0.3182,0.87,0.5224,35,-1
11346,2012-04-22,summer,1,4,22,0,0,0,3,0.34,0.2879,0.87,0.5224,13,-1
11389,2012-04-24,summer,1,4,17,0,2,1,1,0.52,0.5,0.22,0.3881,691,-1
11390,2012-04-24,summer,1,4,18,0,2,1,1,0.5,0.4848,0.18,0.0,632,-1
11404,2012-04-25,summer,1,4,8,0,3,1,1,0.36,0.3636,0.76,0.0896,654,-1
11413,2012-04-25,summer,1,4,17,0,3,1,1,0.6,0.5909,0.2,0.2985,732,-1
11414,2012-04-25,summer,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,709,-1
11444,2012-04-27,summer,1,4,0,0,5,1,1,0.54,0.5152,0.68,0.5522,73,-1
11452,2012-04-27,summer,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,592,-1
11461,2012-04-27,summer,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,702,-1
11462,2012-04-27,summer,1,4,18,0,5,1,1,0.52,0.5,0.25,0.3582,654,-1
11506,2012-04-29,summer,1,4,14,0,0,0,1,0.54,0.5152,0.34,0.0,653,-1
11572,2012-05-02,summer,1,5,8,0,3,1,2,0.56,0.5303,0.88,0.0,666,-1
11582,2012-05-02,summer,1,5,18,0,3,1,1,0.56,0.5303,0.73,0.2239,813,-1
11620,2012-05-04,summer,1,5,8,0,5,1,1,0.56,0.5303,0.88,0.0,618,-1
11629,2012-05-04,summer,1,5,17,0,5,1,1,0.7,0.6515,0.54,0.4627,643,-1
11630,2012-05-04,summer,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627,641,-1
11673,2012-05-06,summer,1,5,13,0,0,0,2,0.6,0.6061,0.64,0.0,565,-1
11701,2012-05-07,summer,1,5,17,0,1,1,2,0.6,0.6212,0.53,0.3284,769,-1
11750,2012-05-09,summer,1,5,18,0,3,1,3,0.52,0.5,0.77,0.5821,372,-1
11773,2012-05-10,summer,1,5,17,0,4,1,1,0.6,0.6212,0.31,0.3881,732,-1
11774,2012-05-10,summer,1,5,18,0,4,1,1,0.56,0.5303,0.35,0.5224,770,-1
11797,2012-05-11,summer,1,5,17,0,5,1,1,0.64,0.6061,0.23,0.2537,779,-1
11908,2012-05-16,summer,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,650,-1
11917,2012-05-16,summer,1,5,17,0,3,1,1,0.72,0.6667,0.51,0.194,873,-1
11932,2012-05-17,summer,1,5,8,0,4,1,1,0.52,0.5,0.55,0.4478,634,-1
11941,2012-05-17,summer,1,5,17,0,4,1,1,0.66,0.6212,0.31,0.1343,852,-1
11942,2012-05-17,summer,1,5,18,0,4,1,1,0.66,0.6212,0.27,0.1642,868,-1
11965,2012-05-18,summer,1,5,17,0,5,1,1,0.66,0.6212,0.34,0.1343,812,-1
11984,2012-05-19,summer,1,5,12,0,6,0,1,0.66,0.6212,0.36,0.0,642,-1
11986,2012-05-19,summer,1,5,14,0,6,0,1,0.72,0.6515,0.3,0.0896,730,-1
11989,2012-05-19,summer,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896,626,-1
12061,2012-05-22,summer,1,5,17,0,2,1,1,0.72,0.6667,0.54,0.0,785,-1
12076,2012-05-23,summer,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,719,-1
12109,2012-05-24,summer,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,798,-1
12229,2012-05-29,summer,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,781,-1
12230,2012-05-29,summer,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,710,-1
12253,2012-05-30,summer,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,839,-1
12277,2012-05-31,summer,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,827,-1
12278,2012-05-31,summer,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,785,-1
12325,2012-06-02,summer,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0,586,-1
12347,2012-06-03,summer,1,6,15,0,0,0,1,0.7,0.6364,0.34,0.0,644,-1
12373,2012-06-04,summer,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,834,-1
12374,2012-06-04,summer,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881,822,-1
12375,2012-06-04,summer,1,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179,645,-1
12397,2012-06-05,summer,1,6,17,0,2,1,1,0.6,0.6212,0.43,0.0,850,-1
12412,2012-06-06,summer,1,6,8,0,3,1,1,0.54,0.5152,0.68,0.0,668,-1
12436,2012-06-07,summer,1,6,8,0,4,1,1,0.52,0.5,0.77,0.0,681,-1
12445,2012-06-07,summer,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,869,-1
12446,2012-06-07,summer,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,813,-1
12469,2012-06-08,summer,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,793,-1
12470,2012-06-08,summer,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,723,-1
12487,2012-06-09,summer,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0,569,-1
12489,2012-06-09,summer,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,585,-1
12490,2012-06-09,summer,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,593,-1
12491,2012-06-09,summer,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,555,-1
12492,2012-06-09,summer,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,534,-1
12493,2012-06-09,summer,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,495,-1
12512,2012-06-10,summer,1,6,12,0,0,0,1,0.82,0.7121,0.3,0.0,502,-1
12541,2012-06-11,summer,1,6,17,0,1,1,2,0.8,0.7121,0.41,0.3582,800,-1
12542,2012-06-11,summer,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,831,-1
12580,2012-06-13,summer,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,713,-1
12581,2012-06-13,summer,1,6,9,0,3,1,2,0.64,0.6061,0.69,0.5821,352,-1
12588,2012-06-13,summer,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,392,-1
12589,2012-06-13,summer,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,857,-1
12590,2012-06-13,summer,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,744,-1
12591,2012-06-13,summer,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,671,-1
12613,2012-06-14,summer,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,867,-1
12614,2012-06-14,summer,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,823,-1
12637,2012-06-15,summer,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,823,-1
12680,2012-06-17,summer,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0,615,-1
12682,2012-06-17,summer,1,6,14,0,0,0,1,0.64,0.6212,0.53,0.0,582,-1
12733,2012-06-19,summer,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,811,-1
12734,2012-06-19,summer,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,795,-1
12747,2012-06-20,summer,1,6,7,0,3,1,2,0.66,0.5909,0.89,0.0,464,-1
12755,2012-06-20,summer,1,6,15,0,3,1,1,0.9,0.8182,0.35,0.0,179,-1
12757,2012-06-20,summer,1,6,17,0,3,1,1,0.9,0.8182,0.37,0.0,691,-1
12758,2012-06-20,summer,1,6,18,0,3,1,1,0.9,0.8182,0.37,0.0,672,-1
12772,2012-06-21,autumn,1,6,8,0,4,1,1,0.74,0.697,0.7,0.0,590,-1
12777,2012-06-21,autumn,1,6,13,0,4,1,1,0.9,0.8182,0.35,0.0,172,-1
12781,2012-06-21,autumn,1,6,17,0,4,1,1,0.88,0.7879,0.37,0.0,615,-1
12807,2012-06-22,autumn,1,6,19,0,5,1,2,0.76,0.697,0.55,0.5224,362,-1
12828,2012-06-23,autumn,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,513,-1
12877,2012-06-25,autumn,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,833,-1
12878,2012-06-25,autumn,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,791,-1
12879,2012-06-25,autumn,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,582,-1
12900,2012-06-26,autumn,1,6,16,0,2,1,1,0.72,0.6364,0.26,0.4925,416,-1
12901,2012-06-26,autumn,1,6,17,0,2,1,1,0.72,0.6515,0.28,0.4179,900,-1
12902,2012-06-26,autumn,1,6,18,0,2,1,1,0.72,0.6515,0.28,0.3582,824,-1
12922,2012-06-27,autumn,1,6,14,0,3,1,1,0.8,0.6818,0.24,0.3582,270,-1
12923,2012-06-27,autumn,1,6,15,0,3,1,1,0.8,0.697,0.26,0.4627,249,-1
12924,2012-06-27,autumn,1,6,16,0,3,1,1,0.82,0.697,0.24,0.4478,392,-1
12925,2012-06-27,autumn,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881,843,-1
12926,2012-06-27,autumn,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,804,-1
12927,2012-06-27,autumn,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284,643,-1
12948,2012-06-28,autumn,1,6,16,0,4,1,1,0.88,0.7424,0.23,0.194,387,-1
12949,2012-06-28,autumn,1,6,17,0,4,1,1,0.88,0.7424,0.22,0.194,705,-1
12950,2012-06-28,autumn,1,6,18,0,4,1,1,0.86,0.7273,0.25,0.2239,697,-1
12971,2012-06-29,autumn,1,6,15,0,5,1,1,0.96,0.9091,0.36,0.0,230,-1
12972,2012-06-29,autumn,1,6,16,0,5,1,1,0.96,0.9091,0.36,0.0,351,-1
12973,2012-06-29,autumn,1,6,17,0,5,1,1,0.98,0.9242,0.34,0.194,539,-1
12974,2012-06-29,autumn,1,6,18,0,5,1,1,0.96,0.8636,0.31,0.0,464,-1
12998,2012-06-30,autumn,1,6,18,0,6,0,1,0.88,0.7879,0.35,0.0,339,-1
13021,2012-07-01,autumn,1,7,17,0,0,0,1,0.92,0.803,0.26,0.2985,413,-1
13045,2012-07-02,autumn,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,747,-1
13046,2012-07-02,autumn,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,730,-1
13065,2012-07-03,autumn,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,283,-1
13066,2012-07-03,autumn,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,310,-1
13067,2012-07-03,autumn,1,7,15,0,2,1,2,0.9,0.7727,0.24,0.0,401,-1
13068,2012-07-03,autumn,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,527,-1
13069,2012-07-03,autumn,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,722,-1
13070,2012-07-03,autumn,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,627,-1
13086,2012-07-04,autumn,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,447,-1
13089,2012-07-04,autumn,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,499,-1
13117,2012-07-05,autumn,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,689,-1
13118,2012-07-05,autumn,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,607,-1
13134,2012-07-06,autumn,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,210,-1
13137,2012-07-06,autumn,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,293,-1
13140,2012-07-06,autumn,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,369,-1
